chunk_tokens,dataset,max_prompt_tokens,prompt_tokens,reason,sample_id,sample_idx,truncated_prompt_tokens
,musique,4096,6153,prompt truncated to max_prompt_tokens,49,49,4096
4010,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",49,49,
,musique,4096,6464,prompt truncated to max_prompt_tokens,50,50,4096
4007,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",50,50,
,musique,4096,6099,prompt truncated to max_prompt_tokens,51,51,4096
4004,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",51,51,
,musique,4096,6490,prompt truncated to max_prompt_tokens,52,52,4096
4007,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",52,52,
,musique,4096,6387,prompt truncated to max_prompt_tokens,53,53,4096
4007,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",53,53,
,musique,4096,5789,prompt truncated to max_prompt_tokens,54,54,4096
3992,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",54,54,
,musique,4096,6152,prompt truncated to max_prompt_tokens,55,55,4096
3995,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",55,55,
,musique,4096,6377,prompt truncated to max_prompt_tokens,56,56,4096
4008,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",56,56,
,musique,4096,6202,prompt truncated to max_prompt_tokens,57,57,4096
3990,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",57,57,
,musique,4096,6314,prompt truncated to max_prompt_tokens,58,58,4096
4006,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",58,58,
,musique,4096,6241,prompt truncated to max_prompt_tokens,59,59,4096
4008,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",59,59,
,musique,4096,6532,prompt truncated to max_prompt_tokens,60,60,4096
3997,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",60,60,
,musique,4096,5903,prompt truncated to max_prompt_tokens,61,61,4096
4005,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",61,61,
,musique,4096,5880,prompt truncated to max_prompt_tokens,62,62,4096
4002,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",62,62,
,musique,4096,6389,prompt truncated to max_prompt_tokens,63,63,4096
4011,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",63,63,
,musique,4096,6447,prompt truncated to max_prompt_tokens,64,64,4096
4005,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",64,64,
,musique,4096,6176,prompt truncated to max_prompt_tokens,65,65,4096
4003,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",65,65,
,musique,4096,6509,prompt truncated to max_prompt_tokens,66,66,4096
3996,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",66,66,
,musique,4096,6037,prompt truncated to max_prompt_tokens,67,67,4096
4010,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",67,67,
,musique,4096,6762,prompt truncated to max_prompt_tokens,68,68,4096
4001,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",68,68,
,musique,4096,6257,prompt truncated to max_prompt_tokens,69,69,4096
4013,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",69,69,
,musique,4096,6299,prompt truncated to max_prompt_tokens,70,70,4096
4009,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",70,70,
,musique,4096,5738,prompt truncated to max_prompt_tokens,71,71,4096
4002,musique,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",71,71,
