dataset,reason,sample_id,sample_idx
samsum,"CUDA out of memory. Tried to allocate 21.19 GiB. GPU 0 has a total capacity of 23.56 GiB of which 7.46 GiB is free. Including non-PyTorch memory, this process has 16.09 GiB memory in use. Of the allocated memory 12.69 GiB is allocated by PyTorch, and 3.09 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b0a5da20017e4f6d513b2e5058be42e204a1e105698da42e,21
samsum,"CUDA out of memory. Tried to allocate 20.86 GiB. GPU 0 has a total capacity of 23.56 GiB of which 7.46 GiB is free. Including non-PyTorch memory, this process has 16.09 GiB memory in use. Of the allocated memory 12.67 GiB is allocated by PyTorch, and 3.11 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0c3ce1cd7e7246a98eda4c178e98c100cbe3e275c4b7ce9b,22
samsum,"CUDA out of memory. Tried to allocate 1.80 GiB. GPU 0 has a total capacity of 23.56 GiB of which 263.25 MiB is free. Including non-PyTorch memory, this process has 23.29 GiB memory in use. Of the allocated memory 21.41 GiB is allocated by PyTorch, and 1.58 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",5995658a6719fda93e3338b5bdb95ace008a41f8856f0a81,23
samsum,"CUDA out of memory. Tried to allocate 8.07 GiB. GPU 0 has a total capacity of 23.56 GiB of which 7.09 GiB is free. Including non-PyTorch memory, this process has 16.46 GiB memory in use. Of the allocated memory 15.78 GiB is allocated by PyTorch, and 386.53 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",29fe22e3483ac121e8c349dad5e3755798af025b774a676e,24
samsum,"CUDA out of memory. Tried to allocate 16.22 GiB. GPU 0 has a total capacity of 23.56 GiB of which 7.09 GiB is free. Including non-PyTorch memory, this process has 16.46 GiB memory in use. Of the allocated memory 12.44 GiB is allocated by PyTorch, and 3.71 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",4531b2fb7204ec965ce453b1eddea55b22ba4d798b74c41f,25
samsum,"CUDA out of memory. Tried to allocate 3.71 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.38 GiB is free. Including non-PyTorch memory, this process has 20.17 GiB memory in use. Of the allocated memory 17.13 GiB is allocated by PyTorch, and 2.73 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",a6633d664d9f223bcfaefaac93f16945b776fa27caac6565,26
samsum,"CUDA out of memory. Tried to allocate 8.79 GiB. GPU 0 has a total capacity of 23.56 GiB of which 7.42 GiB is free. Including non-PyTorch memory, this process has 16.13 GiB memory in use. Of the allocated memory 12.04 GiB is allocated by PyTorch, and 3.78 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",9a9571db652927fbef54fe9869dd2f2d3712b5f14e538920,27
samsum,"CUDA out of memory. Tried to allocate 15.18 GiB. GPU 0 has a total capacity of 23.56 GiB of which 7.42 GiB is free. Including non-PyTorch memory, this process has 16.13 GiB memory in use. Of the allocated memory 12.39 GiB is allocated by PyTorch, and 3.43 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",05b71aaf6c3df6cb4f09047fc44a4a88139b9f7a6028b9de,28
samsum,"CUDA out of memory. Tried to allocate 7.35 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.77 GiB is free. Including non-PyTorch memory, this process has 19.78 GiB memory in use. Of the allocated memory 19.31 GiB is allocated by PyTorch, and 166.31 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e58fc0df85eb2c2b69f4ccb8250348d128e853debabefa37,29
samsum,"CUDA out of memory. Tried to allocate 26.77 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.77 GiB is free. Including non-PyTorch memory, this process has 19.78 GiB memory in use. Of the allocated memory 12.95 GiB is allocated by PyTorch, and 6.52 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",a07252431ca98d95fddb8b54ea5e5b6778bdf97d81be345e,30
samsum,"CUDA out of memory. Tried to allocate 4.79 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.77 GiB is free. Including non-PyTorch memory, this process has 19.78 GiB memory in use. Of the allocated memory 18.80 GiB is allocated by PyTorch, and 683.23 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0b17925cad5c3390e9294b318b7049338619abe2362a1b07,31
samsum,"CUDA out of memory. Tried to allocate 6.81 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.77 GiB is free. Including non-PyTorch memory, this process has 19.78 GiB memory in use. Of the allocated memory 15.10 GiB is allocated by PyTorch, and 4.37 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",304f4ae8cfd2d8a77310d0c7e9b9c910713b1c36492ef660,32
samsum,"CUDA out of memory. Tried to allocate 3.84 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.77 GiB is free. Including non-PyTorch memory, this process has 19.78 GiB memory in use. Of the allocated memory 15.57 GiB is allocated by PyTorch, and 3.90 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",08a9881a615a3ec040eaf48a7575b320ae0bb1b4d1ab71bb,33
samsum,"CUDA out of memory. Tried to allocate 15.89 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.77 GiB is free. Including non-PyTorch memory, this process has 19.78 GiB memory in use. Of the allocated memory 12.43 GiB is allocated by PyTorch, and 7.05 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",a63b1ff6f29d6d2383c5551b5c7a6bd6552c15c9c95d12f2,34
samsum,"CUDA out of memory. Tried to allocate 706.00 MiB. GPU 0 has a total capacity of 23.56 GiB of which 329.25 MiB is free. Including non-PyTorch memory, this process has 23.23 GiB memory in use. Of the allocated memory 22.08 GiB is allocated by PyTorch, and 859.91 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",2231482e3e63d5eb092d2b33f2a64221fea97ad0ad2b7345,35
samsum,"CUDA out of memory. Tried to allocate 17.74 GiB. GPU 0 has a total capacity of 23.56 GiB of which 10.52 GiB is free. Including non-PyTorch memory, this process has 13.03 GiB memory in use. Of the allocated memory 12.52 GiB is allocated by PyTorch, and 208.94 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",cc396bb55c72b6520586eae52c8384a611443d89365c691a,36
samsum,"CUDA out of memory. Tried to allocate 13.98 GiB. GPU 0 has a total capacity of 23.56 GiB of which 10.52 GiB is free. Including non-PyTorch memory, this process has 13.03 GiB memory in use. Of the allocated memory 12.33 GiB is allocated by PyTorch, and 405.91 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",977203cd0f8b37190a0b747115061e621f29c73017cdfde4,37
samsum,"CUDA out of memory. Tried to allocate 18.04 GiB. GPU 0 has a total capacity of 23.56 GiB of which 10.52 GiB is free. Including non-PyTorch memory, this process has 13.03 GiB memory in use. Of the allocated memory 12.53 GiB is allocated by PyTorch, and 193.72 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",6f91e1d2c7e68d45f7a396cc86e746791b71c821d2dd2bdc,38
samsum,"CUDA out of memory. Tried to allocate 11.85 GiB. GPU 0 has a total capacity of 23.56 GiB of which 10.52 GiB is free. Including non-PyTorch memory, this process has 13.03 GiB memory in use. Of the allocated memory 12.21 GiB is allocated by PyTorch, and 521.97 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",1ba38eb2067d2b9f260763740f38f625c1e73387123551fc,39
samsum,"CUDA out of memory. Tried to allocate 2.48 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.29 GiB is free. Including non-PyTorch memory, this process has 22.26 GiB memory in use. Of the allocated memory 18.98 GiB is allocated by PyTorch, and 2.97 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",baf241ba78d0f6bba3199805902dc2c27e7d98dfdae1cf0c,40
samsum,"CUDA out of memory. Tried to allocate 3.63 GiB. GPU 0 has a total capacity of 23.56 GiB of which 317.25 MiB is free. Including non-PyTorch memory, this process has 23.24 GiB memory in use. Of the allocated memory 20.69 GiB is allocated by PyTorch, and 2.24 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",9a35b78be7c674cd1dc1974650529208d6c9520d1769011b,41
samsum,"CUDA out of memory. Tried to allocate 7.96 GiB. GPU 0 has a total capacity of 23.56 GiB of which 7.23 GiB is free. Including non-PyTorch memory, this process has 16.32 GiB memory in use. Of the allocated memory 15.72 GiB is allocated by PyTorch, and 302.64 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b37b693a6fddf5d33590780ebe83bac0a9132031c3f473d4,43
samsum,"CUDA out of memory. Tried to allocate 19.39 GiB. GPU 0 has a total capacity of 23.56 GiB of which 7.23 GiB is free. Including non-PyTorch memory, this process has 16.32 GiB memory in use. Of the allocated memory 12.60 GiB is allocated by PyTorch, and 3.41 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",08218d6182ae58880542773ad86e88dda511567e2044167e,44
samsum,"CUDA out of memory. Tried to allocate 12.21 GiB. GPU 0 has a total capacity of 23.56 GiB of which 7.23 GiB is free. Including non-PyTorch memory, this process has 16.32 GiB memory in use. Of the allocated memory 12.23 GiB is allocated by PyTorch, and 3.78 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b481ab4fede445b9584628fbf89b9aaa800e968f15a7cb19,45
samsum,"CUDA out of memory. Tried to allocate 11.16 GiB. GPU 0 has a total capacity of 23.56 GiB of which 7.23 GiB is free. Including non-PyTorch memory, this process has 16.32 GiB memory in use. Of the allocated memory 12.18 GiB is allocated by PyTorch, and 3.84 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e4bbb70ba476455aa191ff54a99cba302697eb476c1380d7,46
samsum,"CUDA out of memory. Tried to allocate 982.00 MiB. GPU 0 has a total capacity of 23.56 GiB of which 525.25 MiB is free. Including non-PyTorch memory, this process has 23.04 GiB memory in use. Of the allocated memory 21.02 GiB is allocated by PyTorch, and 1.71 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0f77948ea5b4eeda18bcc77696068cf78078bbba56873cdb,47
samsum,"CUDA out of memory. Tried to allocate 8.86 GiB. GPU 0 has a total capacity of 23.56 GiB of which 6.78 GiB is free. Including non-PyTorch memory, this process has 16.77 GiB memory in use. Of the allocated memory 16.20 GiB is allocated by PyTorch, and 272.44 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",8945d44661e272cd436e8834a9d5dd296587dc089dc6b726,48
samsum,"CUDA out of memory. Tried to allocate 10.98 GiB. GPU 0 has a total capacity of 23.56 GiB of which 10.93 GiB is free. Including non-PyTorch memory, this process has 12.62 GiB memory in use. Of the allocated memory 12.17 GiB is allocated by PyTorch, and 150.65 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",46cbb91f855819d2efe512e789fdd8b396e01410b16a2362,50
samsum,"CUDA out of memory. Tried to allocate 2.79 GiB. GPU 0 has a total capacity of 23.56 GiB of which 263.25 MiB is free. Including non-PyTorch memory, this process has 23.29 GiB memory in use. Of the allocated memory 21.32 GiB is allocated by PyTorch, and 1.66 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e1d562374aafc01409f57b6ed93cee7c78cec8a704cb4550,51
samsum,"CUDA out of memory. Tried to allocate 18.23 GiB. GPU 0 has a total capacity of 23.56 GiB of which 10.02 GiB is free. Including non-PyTorch memory, this process has 13.53 GiB memory in use. Of the allocated memory 12.54 GiB is allocated by PyTorch, and 696.07 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",1fae82934e7bb33ecc120cd19430271cfdead4a5c5f3e71e,52
samsum,"CUDA out of memory. Tried to allocate 16.29 GiB. GPU 0 has a total capacity of 23.56 GiB of which 10.02 GiB is free. Including non-PyTorch memory, this process has 13.53 GiB memory in use. Of the allocated memory 12.45 GiB is allocated by PyTorch, and 795.62 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",40f0ae0d1ee37405f294e24f6df7895ff373c786bdbeb226,53
samsum,"CUDA out of memory. Tried to allocate 13.03 GiB. GPU 0 has a total capacity of 23.56 GiB of which 10.02 GiB is free. Including non-PyTorch memory, this process has 13.53 GiB memory in use. Of the allocated memory 12.28 GiB is allocated by PyTorch, and 969.41 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",721c3d7807b49e1b1de360eccf1a1aaddf4bd3c07b2b293e,54
samsum,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.02 GiB is free. Including non-PyTorch memory, this process has 22.53 GiB memory in use. Of the allocated memory 19.51 GiB is allocated by PyTorch, and 2.71 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",f610a9277f835ce98ed109bc091260a7df3f1005aca8ec55,55
samsum,"CUDA out of memory. Tried to allocate 8.96 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.45 GiB is free. Including non-PyTorch memory, this process has 22.10 GiB memory in use. Of the allocated memory 21.01 GiB is allocated by PyTorch, and 795.40 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",18eef277538245626197dee424b5e4d5e95a36c28ad41222,56
samsum,"CUDA out of memory. Tried to allocate 22.38 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.45 GiB is free. Including non-PyTorch memory, this process has 22.10 GiB memory in use. Of the allocated memory 12.75 GiB is allocated by PyTorch, and 9.04 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",ac012674f6e72a474f8b26f8a18f486dc25fded070ef49d9,57
samsum,"CUDA out of memory. Tried to allocate 736.00 MiB. GPU 0 has a total capacity of 23.56 GiB of which 509.25 MiB is free. Including non-PyTorch memory, this process has 23.05 GiB memory in use. Of the allocated memory 21.46 GiB is allocated by PyTorch, and 1.28 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",06579eaea3267676100c47cf3a32d27623e0f0baf0eeede1,58
samsum,"CUDA out of memory. Tried to allocate 3.69 GiB. GPU 0 has a total capacity of 23.56 GiB of which 2.22 GiB is free. Including non-PyTorch memory, this process has 21.33 GiB memory in use. Of the allocated memory 17.11 GiB is allocated by PyTorch, and 3.92 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",bd5e296ce74f0d76e3763d4ee24f314d3e53580bf18e84af,59
samsum,"CUDA out of memory. Tried to allocate 21.09 GiB. GPU 0 has a total capacity of 23.56 GiB of which 2.22 GiB is free. Including non-PyTorch memory, this process has 21.33 GiB memory in use. Of the allocated memory 12.68 GiB is allocated by PyTorch, and 8.34 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b14c862a69ef6cdaedefc6a8f71f652cc06dc44c3eed3f55,60
samsum,"CUDA out of memory. Tried to allocate 2.14 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 20.08 GiB is allocated by PyTorch, and 3.08 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3023ac5d13e9d911472a3bdc65329f144dc0e35587728c96,61
samsum,"CUDA out of memory. Tried to allocate 17.42 GiB. GPU 0 has a total capacity of 23.56 GiB of which 9.04 GiB is free. Including non-PyTorch memory, this process has 14.51 GiB memory in use. Of the allocated memory 12.50 GiB is allocated by PyTorch, and 1.70 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",c397fd04b0eb132a414108a73344e4027b7d29646854846a,62
samsum,"CUDA out of memory. Tried to allocate 6.14 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.97 GiB is free. Including non-PyTorch memory, this process has 21.58 GiB memory in use. Of the allocated memory 20.88 GiB is allocated by PyTorch, and 400.59 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",53288fa1b74f9e294d25fda05653264869576b9ac133a49f,63
samsum,"CUDA out of memory. Tried to allocate 5.77 GiB. GPU 0 has a total capacity of 23.56 GiB of which 5.04 GiB is free. Including non-PyTorch memory, this process has 18.51 GiB memory in use. Of the allocated memory 17.63 GiB is allocated by PyTorch, and 586.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",d71638b493499623ac6f16097562b613a26250176c4aff8c,64
samsum,"CUDA out of memory. Tried to allocate 13.71 GiB. GPU 0 has a total capacity of 23.56 GiB of which 5.04 GiB is free. Including non-PyTorch memory, this process has 18.51 GiB memory in use. Of the allocated memory 12.31 GiB is allocated by PyTorch, and 5.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",5f3bced3ff98311eab05253b995019cf799139c3ca9ba33c,65
samsum,"CUDA out of memory. Tried to allocate 16.04 GiB. GPU 0 has a total capacity of 23.56 GiB of which 5.04 GiB is free. Including non-PyTorch memory, this process has 18.51 GiB memory in use. Of the allocated memory 12.43 GiB is allocated by PyTorch, and 5.77 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",f8c3191fa99b86e7f980d14f373f9b98d312405b7d96b99d,66
samsum,"CUDA out of memory. Tried to allocate 958.00 MiB. GPU 0 has a total capacity of 23.56 GiB of which 367.25 MiB is free. Including non-PyTorch memory, this process has 23.19 GiB memory in use. Of the allocated memory 22.19 GiB is allocated by PyTorch, and 705.98 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",c89203964d38b3c472e1c3b4f6757f4a816a004afb9be3af,67
samsum,"CUDA out of memory. Tried to allocate 8.13 GiB. GPU 0 has a total capacity of 23.56 GiB of which 2.12 GiB is free. Including non-PyTorch memory, this process has 21.43 GiB memory in use. Of the allocated memory 20.13 GiB is allocated by PyTorch, and 1020.40 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b707a5cef97b53f8481d57e50ecfc424b0d6112251239132,68
samsum,"CUDA out of memory. Tried to allocate 6.91 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 18.84 GiB is allocated by PyTorch, and 1.35 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",11825be04e419a923b7c16aa952f5391c60383b6935f1fd4,69
samsum,"CUDA out of memory. Tried to allocate 9.86 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 12.10 GiB is allocated by PyTorch, and 8.09 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",7e071e42fb5e378e081ca620c8dfd51814e305f0d5c93631,71
samsum,"CUDA out of memory. Tried to allocate 6.70 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.05 GiB is free. Including non-PyTorch memory, this process has 20.50 GiB memory in use. Of the allocated memory 18.61 GiB is allocated by PyTorch, and 1.58 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3145e13f8c57e73c0d0ad6af1f225dced581cf48dc66c1b2,72
samsum,"CUDA out of memory. Tried to allocate 1.55 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.50 GiB is free. Including non-PyTorch memory, this process has 22.05 GiB memory in use. Of the allocated memory 20.02 GiB is allocated by PyTorch, and 1.72 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",6a2889066f8036215df285eb1a817932b5cc088e9254ae4d,73
